1,http://10.21.49.68:30923/ai-video-monitor-platform/face/b4232e00-6575-11f0-a09a-f4f19e042fb5.png,黄浩,3669559378,2,0,11,1503763356,2,2025-07-20 14:57:46
2,http://10.21.49.68:30923/ai-video-monitor-platform/face/b434ab58-6575-11f0-a09a-f4f19e042fb5.png,李玲,9238713392,4,5,9,1766151514,1,2025-07-20 14:57:46
3,http://10.21.49.68:30923/ai-video-monitor-platform/face/b445210e-6575-11f0-a09a-f4f19e042fb5.png,杨杰,7162058327,3,5,18,1472847288,1,2025-07-20 14:57:46
4,http://10.21.49.68:30923/ai-video-monitor-platform/face/b456ada2-6575-11f0-a09a-f4f19e042fb5.png,黄玲,9827926629,1,5,18,1443848993,0,2025-07-20 14:57:46
5,http://10.21.49.68:30923/ai-video-monitor-platform/face/b4668bd2-6575-11f0-a09a-f4f19e042fb5.png,周杰,9309912277,3,4,18,1383045565,1,2025-07-20 14:57:46
6,http://10.21.49.68:30923/ai-video-monitor-platform/face/b477a304-6575-11f0-a09a-f4f19e042fb5.png,陈宇,9461079170,4,5,14,1658953328,1,2025-07-20 14:57:46
7,http://10.21.49.68:30923/ai-video-monitor-platform/face/b487cd6a-6575-11f0-a09a-f4f19e042fb5.png,陈娟,6175067408,3,5,8,1877632507,1,2025-07-20 14:57:46
8,http://10.21.49.68:30923/ai-video-monitor-platform/face/b4984870-6575-11f0-a09a-f4f19e042fb5.png,刘伟,5246439182,1,3,5,1506098912,0,2025-07-20 14:57:46
9,http://10.21.49.68:30923/ai-video-monitor-platform/face/b4a984b4-6575-11f0-a09a-f4f19e042fb5.png,赵超,7432035855,2,5,1,1807343483,1,2025-07-20 14:57:46
10,http://10.21.49.68:30923/ai-video-monitor-platform/face/b4b960c8-6575-11f0-a09a-f4f19e042fb5.png,刘浩,1139176721,3,1,2,1937484892,2,2025-07-20 14:57:46
11,http://10.21.49.68:30923/ai-video-monitor-platform/face/b4c9b482-6575-11f0-a09a-f4f19e042fb5.png,张勇,8391256666,0,1,7,1557705857,2,2025-07-20 14:57:46
12,http://10.21.49.68:30923/ai-video-monitor-platform/face/b4daa5f8-6575-11f0-a09a-f4f19e042fb5.png,吴军,5205233148,2,3,12,1926806086,0,2025-07-20 14:57:46
13,http://10.21.49.68:30923/ai-video-monitor-platform/face/b4eb4868-6575-11f0-a09a-f4f19e042fb5.png,周娟,7195044470,0,3,5,1735063366,1,2025-07-20 14:57:46
14,http://10.21.49.68:30923/ai-video-monitor-platform/face/b4fc347a-6575-11f0-a09a-f4f19e042fb5.png,吴娜,0673218887,5,1,4,1862400127,1,2025-07-20 14:57:46
15,http://10.21.49.68:30923/ai-video-monitor-platform/face/b50c8762-6575-11f0-a09a-f4f19e042fb5.png,吴娜,3560796172,2,2,7,1805913029,1,2025-07-20 14:57:46
16,http://10.21.49.68:30923/ai-video-monitor-platform/face/b51c9166-6575-11f0-a09a-f4f19e042fb5.png,吴敏,8092522834,3,5,17,1445498672,2,2025-07-20 14:57:46
